      1 vatula
      1 vathula
      1 vatavator
      1 vata
      1 vasū
      1 vasishthasara
      1 vasishtha
      1 vasins
      1 vasana
      1 varvūra
      1 varo
      1 varddhakshatri
      1 vardana
      1 varcas
      1 varaha
      1 vapya
      1 vankshu
      1 vanarAji
      1 value
      1 vallabha
      1 vaktrā
      1 vakshu
      1 vakradanta
      1 vaiyākaraṇa
      1 vaiyakarana
      1 vaidārvya
      1 vaidya
      1 vaidarvya
      1 vaidarava
      1 vadya
      1 vacasām
      1 vaca
      1 vAgISa
      1 uttarashadha
      1 utensil
      1 upavastṛ
      1 upakadi
      1 upAya
      1 unction
      1 udder
      1 ud
      1 uccair-
      1 tṛṇa
      1 tīnām
      1 tāṇḍava
      1 tātparya
      1 tāraṇī
      1 tāpanīyôpaniṣad
      1 tānanda
      1 tāmracūḍa-
      1 tāmra
      1 tāla
      1 tāBa
      1 twitching
      1 twins
      1 twelfth
      1 tvā
      1 tutor
      1 tutelary
      1 turtle
      1 tuft
      1 ttikā
      1 ttAparArka
      1 ttAdi
      1 ttADyAya
      1 trānuvyAKyAna
      1 troops
      1 triputi
      1 tripurī
      1 tripuri
      1 trident
      1 tribute
      1 tributary
      1 treaty
      1 treats
      1 treat
      1 trayah
      1 trata
      1 transpositions
      1 transposition
      1 transmitters
      1 translators
      1 translations
      1 transl
      1 transgressor
      1 transgressions
      1 tranquillizing
      1 tradition
      1 tract
      1 track
      1 toya
      1 torturer
      1 torture
      1 tortoise
      1 torment
      1 topics
      1 tope
      1 tongue
      1 tones
      1 toe
      1 titles
      1 tinām
      1 tinge
      1 tinam
      1 timber
      1 tikā
      1 tikka
      1 tiger
      1 thrower
      1 throw
      1 throne
      1 throat
      1 threads
      1 thighs
      1 thigh
      1 thakkura
      1 thakk
      1 thahvA
      1 terror
      1 territory
      1 terms
      1 tenses
      1 tense
      1 tendril
      1 tendons
      1 team
      1 tatpuruṣāya
      1 tatpurushaya
      1 tata
      1 tarkavag
      1 tari
      1 taraṇḍaka
      1 taraṃgiṇī
      1 taramgini
      1 tara
      1 tapas
      1 tapaniyôpanishad
      1 tanuh
      1 tantra
      1 tamra
      1 tamarind
      1 tala
      1 tables
      1 ta
      1 tASva
      1 sūrya
      1 sūkta
      1 sāṃkhyasaptati
