slno,keywords_in_comments
52841,
52842,poet
52844,woman
52845,
52846,
52847,
52848,"Pañcat,man"
52849,
52850,work
52851,work
52852,work
52853,
52854,work
52855,
52856,work
52857,work
52858,work
52859,work
52860,work
52861,work
52862,work
52863,princess
52864,work
52865,work
52866,work
52867,
52868,
52869,work
52870,work
52871,
52872,woman
52873,work
52874,work
52875,work
52876,work
52877,man
52878,
52881,"son,MBh"
52883,"Pāṇ,."
52884,
52886,man
52887,man
52888,man
52890,man
52892,man
52894,
52895,
52897,man
52899,man
52900,"patr,rishi,Āgneya,author"
52901,
52902,"mother,daughter,MBh"
52903,
52904,man
52905,man
52906,"episode,Name"
52907,cf
52908,
52909,
52910,
52911,"eagle,hawk"
52913,
52915,authoress
52916,
52917,work
52918,
52919,town
52920,
52921,son
52923,"serpent,demon"
52924,man
52925,son
52926,plant
52927,
52928,
52929,"Name,work"
52930,"Upaniṣads,Upanishads,treatise,study"
52931,work
52932,work
52933,work
52935,"rig,veda"
52936,"son,MBh"
52937,man
52938,man
52939,"21st,TBr,22nd"
52941,planet
52942,planet
52943,moon
52944,"son,MBh,father"
52945,work
52946,treatise
52947,work
52948,work
52949,
52950,plants
52952,"GriS.,GṛS.,MBh,23rd"
52953,son
52954,teacher
52955,teacher
52956,"BrahmaP.,chapter"
52957,chapter
52958,work
52959,
52960,daughter
52961,"observance,prob"
52962,months
52963,work
52964,work
52965,work
52966,work
52967,work
52968,work
52969,work
52970,work
52971,work
52972,work
52973,
52974,work
52975,work
52976,work
52977,work
52978,work
52979,work
52980,works
52981,work
52982,work
52983,work
52984,work
52985,work
52986,
52987,work
52988,work
52989,work
52990,"shraddhakalpa,sūtra,sutra"
52991,work
52992,work
52993,work
52994,work
52995,work
52996,"chs,tattva"
52997,rāma
52998,work
52999,work
53000,work
53001,work
53002,work
53003,work
53004,work
53005,work
53006,work
53007,
53008,work
53009,work
53010,work
53011,work
53012,work
53013,work
53014,work
53015,work
53016,work
53017,work
53018,work
53019,work
53020,work
53021,work
53022,work
53023,work
53024,work
53025,
53026,work
53027,work
53028,work
53029,work
53030,work
53031,work
53032,work
53033,work
53034,work
53035,work
53036,work
53037,work
53038,work
53039,"kalpa,sutra"
53040,work
53041,work
53042,work
53043,work
53044,work
53045,work
53046,work
53047,work
53048,work
53049,work
53050,work
53051,
53052,"works,Name"
53055,"king,shrava,grandson,son"
53056,"retreat,piṇḍika,residence,authorities,capital,rishi,north,king,merchant,monastery,place,city,MBh,seasons,name"
53057,"prosperity,shBr,wife,goddess,beauty"
53058,
53060,"rāga,raga,Rāga,Raga"
53061,work
53062,MBh
53063,spirits
53065,"poem,century"
53066,author
53067,
53068,author
53069,
53070,work
53071,
53072,work
53073,work
53074,
53075,author
53076,author
53077,author
53078,
53079,"poem,Name"
53080,"work,shri"
53081,shrine
53082,
53083,"king,residence,ruins,capital"
53084,king
53085,
53086,
53087,
53088,author
53089,tale
53090,
53091,"Tīrthas,MBh"
53092,"Tīrthas,MBh"
53093,work
53094,work
53095,
53096,
53097,man
53098,
53099,man
53100,man
53101,man
53102,man
53103,
53104,
53105,teacher
53106,
53107,work
53108,work
53109,work
53110,work
53111,work
53112,
53113,country
53114,country
53115,man
53116,
53117,Pancar
53118,
53120,
53121,"W.,mountain"
53122,work
53123,"princess,Rajat"
53124,work
53125,contemporary
53126,man
53127,work
53128,work
53129,
53130,astronomer
53131,Pancar
53132,work
53133,work
53134,work
53135,monastery
53136,"character,man"
53137,men
53138,work
53139,
53140,man
53141,"samagama,samāgama,Dhūrtas,Dhurtas,author"
53142,place
53143,work
53144,work
53145,MBh
53146,
53148,monastery
53149,
53150,
53151,
53152,
53153,
53154,man
53155,town
53156,"play,fellow"
53157,drama
53158,
53159,Pancar
53160,authors
53161,wife
53162,place
53163,work
53165,month
53167,"authors,men"
53168,author
53169,author
53170,author
53171,work
53172,"father,man"
53173,king
53174,"author,pupil,scholar"
53175,
53176,work
53177,work
53178,work
53179,work
53180,
53181,town
53182,
53184,work
53185,woman
53186,"prabha,statue"
53187,
53189,
53190,
53191,
53192,
53193,
53194,"authors,men"
53195,
53196,
53197,poem
53198,"authors,work"
53199,"Name,work"
53200,authors
53201,work
53202,work
53203,
53204,work
53205,author
53206,author
53207,work
53208,
53209,"BhP.,shish"
53210,father
53211,poet
53212,work
53213,"pariśiṣṭa,parishishta,author"
53214,work
53215,work
53216,work
53217,work
53218,author
53219,work
53220,work
53221,town
53222,"work,worship"
53223,
53224,MBh
53225,work
53226,"mountains,MBh"
53228,work
53229,
53230,men
53231,king
53233,poet
53234,work
53235,poet
53236,
53237,town
53238,
53239,work
53240,
53241,work
53242,work
53243,poet
53244,man
53245,monastery
53246,village
53247,"teacher,school"
53248,man
53249,"serpent,demon"
53251,goddess
53253,shish
53254,
53255,son
53256,"sūtra,sutra"
53257,
53258,
53259,
53260,
53261,
53262,
53263,man
53264,
53265,mountain
53266,mountain
53267,
53268,
53269,king
53270,mother
53271,
53272,
53273,work
53274,work
53275,work
53276,Sutra
53277,
53278,poet
53279,"cf,sukha,author"
53280,work
53281,chapter
53282,chapter
53283,king
53284,
53285,hill
53286,
53287,poem
53288,author
53289,author
53290,work
53291,"work,-nirnaya,m.,-nirṇaya,Name"
53292,"Name,work"
53293,"work,mode"
53294,work
53295,work
53296,work
53297,
53298,
53299,man
53300,men
53301,"princess,Rajat"
53302,work
53303,
53304,Yoga
53305,"authors,sharman,śarman"
53306,
53307,
53308,
53309,
53311,
53313,"continuation,year,taraṃgiṇī,taramgini,author"
53314,man
53315,
53316,
53318,authors
53319,grammarian
53320,"serpent,demon,MBh"
53321,work
53322,
53323,work
53324,work
53325,work
53326,work
53327,
53328,
53329,work
53330,
53331,observance
53332,"deity,tree"
53333,work
53334,work
53335,
53337,
53338,"work,astron"
53339,
53340,"W.,man"
53341,"astronomer,poet"
53342,
53343,mountains
53344,author
53345,chapter
53346,preceptor
53347,work
53348,work
53349,work
53350,work
53351,author
53352,"siddhânta,part"
53353,king
53355,woman
53356,work
53357,work
53358,
53359,
53360,author
53361,"hymn,shankhBr"
53362,work
53363,work
53364,work
53365,work
53366,work
53367,temple
53368,work
53369,work
53370,work
53371,disciple
53372,king
53374,town
53375,"month,festival,°,day"
53376,work
53377,"poets,patron,king,authors,poet"
53378,
53379,
53380,Name
53381,
53383,"MBh,attendant"
53385,
53386,son
53387,
53388,"town,temple"
53389,
53390,author
53391,
53392,comp
53394,work
53395,work
53396,
53397,work
53398,work
53399,
53400,
53401,work
53402,work
53403,work
53404,work
53405,work
53406,work
53407,work
53408,work
53409,man
53410,son
53412,daughter
53413,"rishi,author"
53414,son
53416,MBh
53418,"daughter,wife"
53420,class
53421,son
53423,work
53424,son
53426,"sister,wife,daughter,śarman,sharman"
53427,
53428,king
53430,BhP.
53431,son
53432,man
53433,"warrior,MBh"
53434,
53435,works
53436,work
53437,
53438,work
53439,work
53440,work
53441,work
53442,"patr,rishi,author"
53443,work
53444,
53445,son
53446,physician
53447,man
53448,
53449,river
53450,son
53452,man
53453,"MBh,men"
53454,"mother,pāla,sister,daughter,pala"
53455,MBh
53456,"son,brother,shBr"
53458,wife
53459,son
53460,wife
53461,work
53462,"MBh,men"
53463,"MBh,men"
53464,"king,race"
53466,"king,race"
53468,"MBh,man"
53469,woman
53470,"daughter,MBh"
53471,man
53472,"patr,MBh,man"
53473,"daughter,wife"
53474,work
53475,work
53476,work
53477,work
53478,work
53479,work
53480,work
53481,work
53482,work
53483,work
53484,work
53485,work
53486,"music,work"
53487,
53488,"work,ornithology"
53489,work
53490,work
53491,work
53492,work
53493,work
53494,
53495,work
53496,works
53497,works
53498,work
53499,work
53500,work
53501,
53502,
53503,work
53504,work
53505,work
53506,work
53507,
53508,
53509,man
53510,prob
53511,"patr,rishi,Kanva,author"
53512,
53513,king
53514,work
53515,king
53516,
53517,
53518,"deity,tree"
53519,
53520,work
53521,
53522,
53523,king
53524,king
53525,king
53526,men
53527,men
53528,
53529,"descendants,man"
53530,river
53531,"descendants,man"
53532,BhP.
53533,"shBr,bricks,ŚBr"
53534,
53536,
53537,work
53538,work
53539,work
53540,work
53541,work
53542,work
53543,
53544,work
53545,work
53546,work
53547,work
53548,work
53549,work
53550,work
53552,
53553,work
53554,work
53556,work
53557,
53558,"works,authors"
53559,work
53560,work
53561,"p,work,sutra,kātyāyana"
53562,work
53563,
53564,work
53565,work
53566,work
53567,work
53568,work
53569,work
53570,work
53573,"shnaushta,prob"
53574,prob
53575,prob
53576,mountain
53577,river
53578,
53579,son
53580,poems
53581,"dictionary,words"
53582,"work,Name"
53583,diseases
53584,forest
53585,"roots,affix,class,elision"
53586,
53587,work
53588,work
53589,work
53590,work
53591,work
53592,work
53593,works
53594,class
53595,
53596,Name
53597,son
53598,
53599,
53600,demon
53601,form
53602,"dog,shiva"
53603,"son,vat"
53604,
53605,people
53610,MBh
53611,son
53613,"vati,vatī,river"
53614,"Name,work"
53615,"son,MBh"
53616,"serpent,demon"
53617,"mother,MBh,wind"
53618,work
53619,"remedy,drug,asthma"
53620,man
53621,shBr
53622,"MBh,man"
53623,woman
53625,"vaidārvya,others,serpent,shvaita,vaidarvya,vaidarava,sun,deity,demon"
53626,"attendants,MBh"
53628,"MBh,attendant"
53630,river
53631,son
53632,"shvetá,śvetá,comet"
53633,"shBr,ŚBr"
53635,river
53636,
53637,work
53638,lake
53639,man
53640,
53641,MBh
53643,teacher
53644,"Hcar,."
53645,
53646,mountain
53647,MBh
53648,attendants
53649,
53650,MBh
53651,incarnation
53652,author
53653,
53654,
53655,"diseases,demon"
53656,
53657,elephant
53658,
53659,"shveta,pupil"
53660,"attendants,MBh"
53661,"vaca,kinds,plant"
53662,
53663,
53664,"purana,purāṇa,chapter"
53665,
53666,
53668,
53670,
53671,"pupil,n."
53672,
53673,
53674,"attendants,MBh"
53675,
53676,
53677,
53678,man
53679,"range,accord,mountain"
53680,work
53681,"rama,MBh"
53682,work
53683,sect
53684,author
53685,man
53686,forest
53688,work
53689,work
53690,
53692,goddess
53693,work
53694,teacher
53695,"Name,śvetāśvataropaniṣad,Commentary"
53696,"Name,śvetāśvataropaniṣad,Commentary"
53697,pupil
53698,
53699,
53701,"serpent,demon"
53702,"king,MBh"
53703,man
53704,river
53705,country
53708,"serpent,demon"
53709,teacher
53710,"shBr,man"
53711,
53713,
53714,
53715,
53716,place
53717,place
53719,work
53720,work
53721,work
53722,work
53723,work
53724,"work,use,cases,shlokas"
53725,"work,gram"
53726,"work,gram"
53727,"work,gram"
53728,"work,gram"
53729,work
53730,town
53731,work
53732,work
53733,work
53734,work
53735,work
53736,work
53737,work
53738,work
53739,work
53740,work
53741,work
53742,work
53743,
53744,
53745,systems
53746,work
53747,work
53748,work
53749,work
53750,work
53751,work
53752,work
53753,work
53754,work
53755,work
53756,"hymn,works"
53757,
53758,
53759,
53760,"hymn,Name"
53761,
53762,
53763,work
53764,town
53765,
53766,
53767,work
53768,"m.,work"
53769,work
53770,work
53771,work
53772,work
53773,
53774,work
53775,work
53776,work
53777,author
53778,
53779,"verses,bathing,image,shiva"
53780,
53781,"Name,man"
53782,man
53783,work
53784,work
53785,work
53786,work
53787,works
53788,MBh
53789,work
53790,work
53791,work
53792,work
53793,
53794,
53795,work
53796,work
53797,work
53798,
53799,
53800,"rig,century,Commentator,A.D."
53801,work
53802,work
53803,MBh
53804,day
53805,
53806,shrS.
53807,work
53808,work
53809,work
53810,work
53811,work
53812,work
53813,work
53814,
53815,work
53816,work
53817,
53818,work
53819,work
53820,work
53821,
53822,
53823,
53824,work
53825,king
53826,work
53827,work
53828,work
53829,
53830,MBh
53831,
53832,A.
53833,work
53834,"section,supplement,belonging"
53835,work
53836,work
53837,
53838,
53839,work
53840,work
53841,Buddh
53842,work
53843,work
53844,
53845,
53846,MBh
53848,
53849,
53850,man
53851,work
53852,work
53853,
53854,"Name,brahmana,brāhmaṇa"
53855,work
53856,
53857,work
53858,works
53859,MBh
53860,"Name,work"
53861,man
53862,man
53863,river
53864,"shashthi,mothers"
53865,"man,shulbas,part,length,brick"
53866,"mother,danger,child,personification,birth,day"
53867,"mother,goddess,children,delivery,form,day"
53868,
53869,
53870,
53871,work
53872,man
53873,work
53874,MBh
53875,
53876,
53877,work
53878,
53879,
53880,work
53881,work
53882,work
53883,work
53884,work
53885,work
53886,work
53887,work
53888,
53889,
53890,work
53891,
53892,"king,A.D."
53893,
53894,
53895,
53896,poet
53897,place
53898,
53899,
53900,
53901,place
53902,place
53903,"cf,gram,treatise,sibilants,difference"
53904,shiva
53905,
53906,"ceremony,shrS."
53907,bricks
53908,MBh
53909,man
53910,"son,BhP.,father"
53911,"city,MBh,residence"
53912,"work,names,rishis"
53913,city
53914,residence
53915,
53916,"son,MBh"
53918,"shBr,bricks,ŚBr"
53919,
53920,work
53921,
53922,
53923,
53924,
53925,
53926,
53927,
53928,work
53929,"Name,work"
53930,work
53931,work
53932,work
53933,work
53934,work
53935,work
53936,work
53937,work
53938,"Name,work"
53939,work
53940,days
53941,work
53942,work
53943,work
53944,
53945,man
53946,author
53947,MBh
53948,"fire,tongues"
53949,"vaha,winds"
53950,
53951,work
53952,work
53953,MBh
53954,L.
53955,work
53956,work
53957,
53958,"hymns,author"
53960,
53961,drama
53962,drama
53963,
53964,"teacher,VBr"
53965,astronomer
53966,"dissolution,universe,clouds"
53967,"brihat,legislator,°"
53969,v
53970,
53972,
53973,
53975,man
53976,"section,MBh"
53977,
53978,
53979,work
53980,work
53981,work
53982,
53983,work
53984,
53985,work
53986,
53987,
53988,
53989,"cf,man"
53990,
53991,"patr,man"
53992,
53993,man
53994,"son,MBh"
53995,
53996,work
53997,work
53998,"princess,queen"
53999,work
54000,
54001,
54002,work
54003,mountain
54004,
54005,work
54006,work
54007,"Name,work"
54008,work
54009,author
54010,work
54011,work
54012,work
54013,work
54014,work
54015,work
54016,work
54017,work
54018,work
54019,work
54020,work
54021,work
54022,work
54023,work
54024,
54025,work
54026,work
54027,work
54028,work
54029,work
54030,work
54031,work
54032,work
54033,work
54034,work
54035,
54036,work
54037,work
54038,work
54039,
54040,MBh
54042,
54043,
54044,work
54045,people
54046,"king,Śakāra,brother,law"
54047,"serpent,demon,MBh"
54048,
54049,"son,MBh"
54050,hell
54052,
54053,works
54054,
54055,work
54056,work
54057,
54058,work
54059,work
54060,
54061,
54062,work
54063,treatise
54064,"astrol,work"
54065,
54066,work
54067,work
54068,
54069,
54070,
54071,
54072,"worship,mudrā,posture"
54073,man
54074,MBh
54075,
54076,
54077,shiva
54078,
54079,
54080,work
54081,"forest,region"
54082,lexicon
54083,work
54084,work
54085,work
54086,work
54087,work
54088,work
54089,work
54090,work
54091,preceptor
54092,
54093,"work,architecture"
54094,author
54095,family
54096,place
54097,"orders,second"
54098,peoples
54099,peoples
54100,peoples
54101,peoples
54102,"river,MBh"
54103,"teacher,vidyā,vidya"
54104,place
54105,
54106,work
54107,"letters,work,power"
54108,"king,race,MBh"
54109,
54110,"purana,Name,purāṇa,chapter"
54111,town
54112,man
54113,"son,BhP.,personification"
54115,"half,day"
54116,chapter
54117,work
54118,
54120,
54121,work
54122,work
54123,work
54124,work
54125,work
54126,work
54127,work
54128,work
54129,work
54130,author
54131,"hymns,author"
54132,man
54133,
54134,place
54135,
54136,mountain
54137,poet
54138,"shrS.,MBh,family,men"
54139,
54140,(=
54141,work
54142,".,MBh"
54143,father
54144,"appendix,sutra"
54145,author
54146,work
54147,
54148,man
54149,work
54150,sage
54151,
54152,
54153,"mother,daughter,wife"
54155,work
54156,work
54157,"work,cf,smriti"
54158,preceptor
54159,work
54160,
54161,"work,law"
54162,
54163,
54164,work
54165,works
54166,work
54167,work
54168,work
54169,work
54170,
54174,"attendants,MBh"
54176,
54177,chapter
54178,"work,astron"
54179,work
54180,work
54181,work
54182,work
54183,work
54184,work
54185,work
54186,work
54187,work
54188,
54189,
54190,
54191,
54192,poem
54193,
54194,work
54195,"work,bh"
54196,work
54197,work
54198,work
54199,work
54200,work
54201,work
54202,work
54203,"grammar,chapters"
54204,"grammar,sharman,śarman"
54205,work
54206,work
54207,work
54208,work
54209,work
54210,
54211,"bh,work,cf,-"
54212,work
54213,work
54214,work
54215,work
54216,works
54217,"work,Name"
54218,"work,Name"
54219,"work,Name"
54220,"work,Name"
54221,"work,Name"
54222,work
54223,work
54224,work
54225,work
54226,work
54227,man
54228,work
54229,work
54230,"measure,work,law,number"
54231,work
54232,work
54233,work
54234,
54235,
54236,"king,dynasty"
54237,"story,teller"
54238,work
54239,work
54240,work
54241,work
54242,work
54243,work
54244,work
54245,"cf,scholar"
54246,work
54247,man
54248,"cf,scholar"
54249,man
54250,man
54251,
54252,
54253,work
54254,work
54255,man
54256,Yama
54257,place
54258,work
54259,work
54260,work
54261,work
54262,work
54263,work
54264,work
54265,
54266,work
54267,
54268,
54269,work
54270,
54271,work
54272,work
54273,work
54274,
54275,work
54276,work
54277,work
54278,
54279,
54280,work
54281,work
54282,work
54283,
54284,
54285,work
54286,work
54287,work
54288,work
54289,work
54290,work
54291,work
54292,work
54293,work
54294,work
54295,work
54296,work
54297,work
54298,work
54299,work
54300,work
54301,
54302,"works,work,gram"
54303,work
54304,work
54305,work
54306,work
54307,work
54308,
54309,work
54310,work
54311,work
54312,men
54313,man
54314,
54315,"MBh,man"
54317,
54318,
54319,city
54320,king
54321,kings
54322,men
54323,men
54324,"poem,Name"
54325,king
54326,
54327,elephant
54328,
54329,"pati,bhata,father"
54330,man
54331,man
54332,"gupta,bhata,father"
54333,"king,bāhu,bahu"
54334,man
54335,poet
54336,men
54337,men
54338,Buddh
54339,Buddh
54340,"division,regions"
54341,"mountains,Jatakam"
54342,
54343,Sutra
54344,
54345,work
54346,hymn
54347,
54348,
54349,
54350,"attendants,MBh"
54351,goddesses
54352,poet
54353,"brāhmaṇa,brahmana,book"
54354,
54355,
54356,author
54357,man
54358,
54359,men
54360,man
54361,man
54362,"Pañcat,city,prob"
54363,
54364,man
54365,
54366,
54367,chief
54369,
54370,poet
54371,"town,MBh"
54372,Buddh
54373,"bull,Pañcat"
54374,woman
54375,"lexicon,sambhava"
54376,"king,crows,minister"
54377,"plant,°"
54379,
54381,"mother,daughter,wife"
54382,work
54383,"work,astron"
54384,work
54385,work
54386,work
54387,work
54388,work
54389,work
54390,work
54391,
54392,
54393,king
54394,work
54395,work
54396,man
54397,men
54398,place
54399,MBh
54400,"king,minister,crow"
54401,
54402,son
54403,work
54404,work
54405,work
54406,work
54407,work
54408,poet
54409,work
54410,
54411,
54412,
54413,work
54414,work
54415,work
54416,work
54417,work
54418,
54419,work
54420,
54421,work
54422,
54423,
54424,work
54425,work
54426,work
54427,work
54428,work
54429,
54430,work
54431,
54432,work
54433,work
54434,work
54435,work
54436,work
54437,work
54438,work
54439,work
54440,work
54441,work
54442,work
54443,work
54444,work
54445,work
54446,work
54447,"cf,perfections"
54448,work
54449,work
54450,
54451,"Name,work"
54452,work
54453,work
54454,work
54455,work
54456,"existent,self"
54457,work
54458,work
54459,self
54460,
54461,work
54462,"scholars,authors"
54463,"scholars,authors"
54464,"scholars,authors"
54465,
54466,"scholars,authors"
54467,"scholars,authors"
54468,"scholars,authors"
54469,
54470,work
54471,
54472,
54473,hymn
54474,men
54475,work
54476,work
54477,work
54478,work
54479,work
54480,work
54481,
54482,wife
54484,chapter
54485,"purāṇa,chapter"
54486,
54487,woman
54488,
54489,
54490,lake
54491,people
54492,"son,rāṣṭra,MBh"
54493,
54494,
54495,deity
54496,men
54497,man
54498,man
54499,
54500,
54502,"astronomer,author"
54503,
54504,
54506,"Samans,shrS."
54507,"son,grandson"
54508,son
54509,men
54510,man
54511,"-kāma,-kama,man"
54512,"weapons,spell"
54513,
54515,work
54516,"śrī,datta,shri,māna"
54517,man
54518,work
54519,
54521,
54522,
54523,"rishi,Ṛṣi"
54525,poet
54526,
54528,"son,BhP.,13th"
54530,scholar
54531,
54532,"son,VP,vat"
54533,"hymn,rishi,author"
54535,
54536,
54537,men
54538,author
54539,author
54540,
54541,work
54542,work
54543,
54544,divinity
54545,work
54546,work
54547,authors
54548,authors
54549,work
54550,
54551,man
54552,
54553,MBh
54554,man
54555,author
54556,
54557,man
54558,poet
54559,man
54560,man
54561,work
54562,MBh
54563,work
54564,
54565,
54566,
54567,work
54568,"bh,poet"
54569,
54570,river
54571,"shBr,man"
54572,
54574,king
54576,wife
54577,king
54578,
54579,man
54580,"weapons,spell"
54582,"mother,MBh,wife"
54584,MBh
54585,man
54586,man
54587,man
54588,
54589,class
54590,MBh
54592,MBh
54593,"tree,goddess"
54594,man
54595,
54596,
54597,work
54598,man
54599,king
54601,BhP.
54603,man
54604,work
54605,"hymns,author"
54607,son
54609,
54610,man
54611,
54613,man
54614,
54616,
54617,man
54618,father
54619,
54620,work
54621,"MBh,men"
54622,"teacher,prob"
54623,
54624,"h,man"
54625,son
54627,
54628,"BhP.,dvīpa,shudras"
54629,preceptor
54630,man
54631,scholar
54632,scholar
54633,scholar
54634,work
54635,work
54636,author
54637,work
54638,"son,BhP.,ravas"
54639,man
54640,kings
54641,men
54642,school
54643,work
54644,
54645,work
54646,man
54647,works
54648,"son,MBh"
54650,"deities,class"
54651,"son,MBh"
54652,MBh
54653,daughter
54654,work
54655,work
54656,son
54657,man
54658,MBh
54659,work
54660,
54661,work
54662,work
54663,
54664,work
54665,work
54666,work
54667,work
54668,work
54669,work
54670,work
54671,work
54672,work
54673,work
54674,work
54675,work
54676,work
54677,work
54678,work
54679,
54680,author
54681,author
54682,
54683,
54684,
54685,work
54686,
54687,work
54688,author
54689,MBh
54690,
54691,work
54692,
54693,work
54694,
54695,work
54696,goddess
54697,work
54698,
54699,work
54700,work
54701,work
54702,work
54703,"daughter,wife"
54704,king
54705,work
54706,work
54707,work
54708,
54709,author
54710,
54711,
54712,work
54713,author
54714,class
54715,work
54716,river
54717,"prob,MBh"
54718,
54719,"place,MBh"
54720,work
54721,
54722,Buddh
54723,country
54724,shankhshr
54725,"son,law,father"
54726,"son,prec"
54727,
54728,"Br,MBh"
54730,son
54731,
54732,BhP.
54734,"sadah,rāṣṭra,son,word,MBh,sadaḥ"
54735,
54736,work
54737,MBh
54738,
54739,
54740,
54741,"river,MBh"
54742,king
54743,Airāvata
54745,
54747,author
54748,author
54749,author
54750,author
54751,author
54752,author
54753,author
54754,author
54755,work
54756,work
54757,work
54758,work
54759,"river,MBh"
54760,"shBr,river,toya,MBh,ŚBr"
54761,
54762,
54763,"class,demons"
54764,
54765,"patr,Ātreya,atreya,rishi,hymn,author"
54766,
54767,"family,man"
54768,
54769,town
54770,
54771,
54772,authors
54773,work
54774,author
54775,shiva
54776,MBh
54777,work
54778,work
54779,work
54780,work
54781,work
54782,work
54783,
54784,work
54785,work
54786,work
54787,work
54788,work
54789,work
54790,work
54791,work
54792,work
54793,
54794,"aśva,ashva,man"
54795,work
54796,forms
54797,work
54798,65th
54799,man
54800,tongues
54801,"patr,rishi"
54802,"patr,rishi,Vairūpa,author"
54803,
54804,"son,BhP."
54805,era
54806,"cf,rishi,sons,MBh"
54807,man
54808,"mind,rishi,sons"
54809,work
54810,
54811,"prob,sanat,Brahmā"
54812,MBh
54813,work
54814,work
54815,work
54816,work
54817,work
54818,work
54819,
54820,MBh
54821,
54822,MBh
54823,Brahmā
54825,
54827,
54828,
54830,MBh
54831,
54832,"teacher,shBr,ŚBr"
54833,MBh
54835,work
54836,Buddh
54837,teacher
54838,"teacher,shBr,ŚBr"
54839,mountain
54840,"son,MBh"
54841,"daughter,wife"
54842,son
54843,"TBr,texts"
54844,son
54845,
54846,
54847,youth
54848,son
54850,"worlds,class"
54851,
54852,work
54853,work
54854,work
54855,work
54856,
54857,work
54858,worlds
54859,MBh
54860,
54861,
54862,
54863,arrows
54865,weapon
54866,"attendants,MBh"
54867,
54868,
54869,mother
54870,
54871,son
54872,work
54873,"body,Pañcat,forefinger,parts,thumb"
54874,"work,worship"
54875,shishupalavadha
54876,
54877,work
54878,work
54879,work
54880,arrows
54881,
54882,MBh
54883,minister
54884,work
54885,son
54886,"union,junction,goddess"
54887,schools
54888,Sutra
54889,work
54890,division
54891,ministers
54892,minister
54893,work
54894,work
54895,hymn
54896,HParish
54897,
54898,"river,MBh"
54899,work
54900,
54901,"ceremonial,work,treating"
54902,
54903,
54904,work
54905,work
54906,
54907,
54908,work
54909,work
54910,work
54911,work
54912,work
54913,work
54914,
54915,works
54916,
54917,work
54918,work
54919,work
54920,
54921,work
54922,work
54923,work
54924,work
54925,work
54926,work
54927,work
54928,
54929,village
54930,
54931,work
54932,work
54933,work
54934,work
54935,
54936,
54937,monkey
54938,monkey
54939,monkey
54940,"verses,respect,favour"
54941,son
54943,son
54944,"oblations,TBr"
54945,"son,MBh"
54946,work
54947,work
54948,work
54949,
54950,work
54951,work
54952,work
54953,work
54954,work
54955,work
54956,work
54957,work
54958,"Prâyashc,river"
54960,work
54961,work
54962,work
54963,work
54964,work
54965,work
54966,work
54967,work
54968,work
54969,work
54970,work
54971,work
54972,work
54973,work
54974,chapter
54975,work
54976,work
54977,work
54978,work
54979,"mountain,m.,-shikharin,district,king,Name"
54980,"Name,mountain"
54981,king
54982,author
54983,
54984,work
54985,son
54986,
54987,work
54988,work
54989,work
54990,"work,Name"
54991,"work,Name"
54992,"work,Name"
54993,"words,bh,bhaga"
54994,"hymn,authors"
54995,man
54996,MBh
54997,"place,MBh"
54998,"hymn,author"
54999,place
55000,river
55001,work
55002,work
55003,"place,MBh"
55004,
55005,"names,tongues,Agni,fire,shish"
55006,"collection,hymns"
55007,
55008,earth
55009,horses
55010,
55011,
55012,
55013,work
55014,work
55015,work
55016,work
55017,work
55018,work
55019,work
55020,work
55021,work
55022,kingdom
55023,
55024,
55025,
55026,work
55027,work
55028,work
55029,work
55030,
55031,
55032,"accord,MBh"
55033,
55034,man
55035,works
55036,"vikrāntagāmin,-padma,vikrantagamin"
55037,
55038,
55039,"son,MBh"
55040,
55041,"13th,work,astron"
55042,works
55043,work
55044,work
55045,work
55046,
55047,works
55048,work
55049,river
55050,"atreya,hymns,author"
55051,grammarian
55052,cf
55053,"sons,MBh"
55054,
55055,work
55056,work
55057,work
55058,work
55059,works
55060,work
55061,work
55062,work
55063,work
55064,work
55065,
55066,
55067,work
55068,work
55069,work
55070,work
55071,work
55072,work
55073,work
55074,work
55075,work
55076,work
55077,work
55078,work
55079,work
55080,work
55081,"verses,collection"
55082,work
55083,work
55084,work
55085,ways
55086,work
55087,"work,part"
55088,
55089,"work,part"
55090,work
55091,work
55092,work
55093,work
55094,"cf,MBh"
55095,
55096,
55097,"work,chapter"
55098,"work,chapter"
55099,"work,chapter"
55100,MBh
55101,work
55102,work
55103,work
55104,work
55105,work
55106,work
55107,river
55108,BhP.
55109,work
55110,
55111,
55112,work
55113,work
55114,work
55115,work
55116,
55117,
55118,temple
55119,"Agni,fire,MBh"
55121,work
55122,
55123,village
55124,"work,(=,sāṃkhyakārikā"
55125,work
55126,man
55127,
55128,author
55129,men
55130,
55131,MBh
55132,son
55134,king
55135,mountain
55136,Buddh
55137,
55138,work
55139,
55140,"work,conversation"
55141,son
55143,drama
55144,MBh
55146,work
55147,"assembly,gambling,book"
55148,
55149,"work,assemblies,conduct"
55150,"king,patron"
55151,
55152,"pañcāgni,pancagni,fires"
55153,work
55154,poem
55155,author
55156,signs
55157,son
55159,MBh
55161,country
55162,
55163,king
55164,"Car,Yama,MBh"
55165,work
55166,MBh
55167,"postures,sitting"
55168,"MBh,man"
55169,
55170,
55171,"MBh,men"
55172,vṛkṣa
55173,
55174,
55175,sutra
55176,
55177,grammar
55178,
55179,Buddh
55180,
55181,
55182,
55183,
55184,
55185,"district,MBh"
55186,
55187,
55188,°
55189,cf
55191,grammar
55192,
